gene_id	geneName	Chr	Start	End
maker-000074F-augustus-gene-23.9	ca1_3	000074F	5498522	5515554
maker-000074F-exonerate_protein2genome-gene-23.4	zdhhc3	000074F	5535121	5572053
maker-000074F-est_gff_StringTie-gene-24.4	NA	000074F	5655474	5655603
maker-000074F-est_gff_StringTie-gene-24.3	NA	000074F	5675983	5676195
maker-000074F-est_gff_StringTie-gene-24.1	slc38a7	000074F	5678332	5762415
maker-000074F-est_gff_StringTie-gene-24.5	sult1e1_sult1b1_2	000074F	5832870	5860306
maker-000074F-est_gff_StringTie-gene-24.2	NA	000074F	5860631	5871406
maker-000074F-exonerate_protein2genome-gene-25.4	tph1	000074F	5911870	5987573
maker-000074F-exonerate_protein2genome-gene-25.5	borcs5	000074F	6006859	6016385
maker-000074F-est_gff_StringTie-gene-25.0	gltp	000074F	6016615	6045233
maker-000074F-est_gff_StringTie-gene-25.1	slc31a2	000074F	6058670	6070246
augustus_masked-000074F-processed-gene-26.4	NA	000074F	6083284	6103036
maker-000074F-augustus-gene-26.14	NA	000074F	6112562	6129643
evm-000074F-processed-gene-26.0	NA	000074F	6146057	6183771
maker-000074F-est_gff_StringTie-gene-26.2	lev-9_2	000074F	6238401	6352291
evm-000074F-processed-gene-26.2	flcn	000074F	6361751	6385378
maker-000074F-exonerate_protein2genome-gene-26.4	tomm-22	000074F	6385268	6398020
maker-000074F-est_gff_StringTie-gene-27.0	fam210b	000074F	6398259	6406729
maker-000074F-est_gff_StringTie-gene-27.1	NA	000074F	6411197	6414691
maker-000074F-est_gff_StringTie-gene-27.2	NA	000074F	6432968	6497304
maker-000074F-exonerate_protein2genome-gene-27.5	cstf1	000074F	6502006	6531595
maker-000074F-est_gff_StringTie-gene-27.3	eif2a	000074F	6544281	6620487
maker-000074F-exonerate_protein2genome-gene-28.5	abcf3	000074F	6645035	6693309
maker-000074F-est_gff_StringTie-gene-28.0	NA	000074F	6693424	6746401
maker-000074F-est_gff_StringTie-gene-28.2	NA	000074F	6696611	6697267
maker-000074F-est_gff_StringTie-gene-28.3	NA	000074F	6735694	6736689
evm-000074F-processed-gene-28.1	fib	000074F	6757068	6773929
maker-000074F-est_gff_StringTie-gene-29.1	NA	000074F	6961973	6974620
augustus_masked-000074F-processed-gene-29.3	NA	000074F	7007159	7007578
maker-000074F-exonerate_protein2genome-gene-29.0	isoc2	000074F	7034076	7051212
maker-000074F-est_gff_StringTie-gene-30.1	vit-6_vg	000074F	7058674	7192652
maker-000074F-est_gff_StringTie-gene-29.3	NA	000074F	7096307	7112514
maker-000074F-est_gff_StringTie-gene-30.2	vit-6	000074F	7213305	7292902
maker-000074F-est_gff_StringTie-gene-30.0	tcf24	000074F	7332450	7349337
evm-000074F-processed-gene-31.21	tmbim4	000074F	7355981	7376560
maker-000074F-est_gff_StringTie-gene-31.1	alg6	000074F	7376526	7434736
maker-000074F-augustus-gene-31.15	svep1_10	000074F	7480858	7492937
maker-000074F-est_gff_StringTie-gene-31.2	svep1_2	000074F	7480858	7607441
maker-000074F-augustus-gene-31.18	armc7	000074F	7602596	7634503
maker-000074F-exonerate_protein2genome-gene-31.0	prkaa2	000074F	7634750	7660371
maker-000074F-est_gff_StringTie-gene-31.5	hth	000074F	7674251	7742885
maker-000033F-est_gff_StringTie-gene-3.0	NA	000033F	696531	702189
maker-000033F-est_gff_StringTie-gene-3.1	NA	000033F	757785	763179
maker-000033F-est_gff_StringTie-gene-5.0	NA	000033F	1258411	1296494
maker-000033F-est_gff_StringTie-gene-6.0	NA	000033F	1461031	1463675
maker-000033F-est_gff_StringTie-gene-6.1	dpp8	000033F	1531278	1597943
maker-000033F-exonerate_protein2genome-gene-7.2	eff_2	000033F	1643555	1680976
maker-000033F-est_gff_StringTie-gene-7.0	sup-17	000033F	1704125	1819921
maker-000033F-exonerate_protein2genome-gene-8.3	smu1	000033F	1824541	1866011
augustus_masked-000033F-processed-gene-9.11	NA	000033F	1866752	1876794
maker-000033F-exonerate_protein2genome-gene-8.2	NA	000033F	1866752	2009450
maker-000033F-augustus-gene-9.1	pnliprp3_2	000033F	2055376	2062558
maker-000033F-augustus-gene-9.2	pnliprp3_3	000033F	2090177	2108318
maker-000033F-est_gff_StringTie-gene-9.0	ttpal_7	000033F	2113372	2139222
maker-000033F-est_gff_StringTie-gene-9.1	rlbp1_7	000033F	2194766	2238500
maker-000033F-est_gff_StringTie-gene-9.2	ttpal_11	000033F	2261482	2301672
augustus_masked-000033F-processed-gene-9.18	NA	000033F	2306826	2307128
augustus_masked-000033F-processed-gene-9.19	rxlr161	000033F	2308041	2308589
maker-000033F-est_gff_StringTie-gene-10.0	NA	000033F	2321057	2333665
maker-000033F-augustus-gene-11.11	ttpa	000033F	2339738	2493586
maker-000033F-est_gff_StringTie-gene-10.3	ttpal_21	000033F	2384158	2412824
maker-000033F-est_gff_StringTie-gene-10.4	NA	000033F	2450789	2451794
maker-000033F-est_gff_StringTie-gene-10.2	rlbp1_clvs2	000033F	2502750	2532750
maker-000033F-est_gff_StringTie-gene-11.0	ttpal_32	000033F	2544971	2567808
maker-000033F-est_gff_StringTie-gene-11.1	clvs2_8	000033F	2592787	2660087
maker-000033F-est_gff_StringTie-gene-11.3	NA	000033F	2616280	2642059
maker-000033F-est_gff_StringTie-gene-12.0	NA	000033F	2710608	2999625
evm-000033F-processed-gene-11.9	ttpal_22	000033F	2778113	2797500
maker-000033F-exonerate_protein2genome-gene-13.2	aael008004_2	000033F	2996528	3043323
maker-000033F-est_gff_StringTie-gene-13.1	NA	000033F	3002126	3198561
maker-000033F-est_gff_StringTie-gene-15.0	NA	000033F	3573153	3574372
maker-000033F-est_gff_StringTie-gene-16.0	qrfpr_2	000033F	3687050	3802839
maker-000033F-est_gff_StringTie-gene-18.0	NA	000033F	4263335	4266398
augustus_masked-000033F-processed-gene-19.1	setmar_3	000033F	4515718	4516302
maker-000033F-est_gff_StringTie-gene-20.2	setd3	000033F	4801648	4836425
maker-000033F-est_gff_StringTie-gene-20.0	coa6	000033F	4836583	4850542
maker-000033F-exonerate_protein2genome-gene-21.0	dnajc8	000033F	4903196	4903936
maker-000033F-est_gff_StringTie-gene-20.1	ccdc32	000033F	4904111	4922352
maker-000033F-exonerate_protein2genome-gene-21.1	rhou	000033F	4942013	4978980
maker-000033F-exonerate_protein2genome-gene-21.2	bai_tmed10	000033F	5004557	5020843
maker-000033F-est_gff_StringTie-gene-21.3	mta3	000033F	5021029	5097209
maker-000033F-augustus-gene-22.13	mta1	000033F	5118539	5225309
maker-000033F-est_gff_StringTie-gene-22.1	ints7	000033F	5232917	5351574
evm-000033F-processed-gene-22.11	masp-f(1)#prd27696.1	000033F	5379690	5392488
evm-000033F-processed-gene-23.1	NA	000033F	5502411	5513323
maker-000033F-exonerate_protein2genome-gene-24.4	masp2_3	000033F	5502502	5517510
evm-000033F-processed-gene-23.0	NA	000033F	5542581	5597370
evm-000033F-processed-gene-24.21-GeneB	masp-f(1)#prd27696.1_2_1	000033F	5626769	5627335
evm-000033F-processed-gene-24.21-GeneA	masp-f(1)#prd27696.1_2_2	000033F	5776789	5819345
maker-000033F-est_gff_StringTie-gene-24.0	NA	000033F	5641572	5810572
maker-000033F-est_gff_StringTie-gene-24.2	NA	000033F	5811511	5813875
evm-000033F-processed-gene-27.15-GeneA	masp1_1	000033F	6104352	6121610
evm-000033F-processed-gene-27.15-GeneB	masp1_2	000033F	6189272	6198799
evm-000033F-processed-gene-27.15-GeneC	masp1_3	000033F	6258576	6268628
evm-000033F-processed-gene-27.15-GeneD	masp1_4	000033F	6474253	6482733
evm-000033F-processed-gene-27.15-GeneE	masp1_5	000033F	6540284	6549234
maker-000033F-est_gff_StringTie-gene-26.0	NA	000033F	6126875	6178164
evm-000033F-processed-gene-28.5	lanb2_2	000033F	6642562	6753068
maker-000033F-est_gff_StringTie-gene-28.2	oacyl_4	000033F	6798910	6805092
maker-000033F-est_gff_StringTie-gene-28.3	nrf-6_44	000033F	6821354	6856683
maker-000033F-exonerate_protein2genome-gene-29.0	smc1a	000033F	6898658	6990318
maker-000033F-est_gff_StringTie-gene-29.1	NA	000033F	7038021	7113261
maker-000033F-est_gff_StringTie-gene-30.0	NA	000033F	7149631	7150637
evm-000033F-processed-gene-30.1	cart_2	000033F	7184018	7214454
maker-000033F-est_gff_StringTie-gene-31.2	cart_4	000033F	7279693	7347001
maker-000033F-est_gff_StringTie-gene-31.0	cow	000033F	7454999	7502016
maker-000033F-est_gff_StringTie-gene-31.1	invadolysin	000033F	7528948	7594904
maker-000033F-est_gff_StringTie-gene-32.1	wdr74	000033F	7617230	7647960
maker-000033F-est_gff_StringTie-gene-32.2	NA	000033F	7654710	7670961
maker-000033F-exonerate_protein2genome-gene-32.4	znf84_znf2_znf570	000033F	7671366	7672346
maker-000033F-est_gff_StringTie-gene-32.3	NA	000033F	7781100	7784661
maker-000033F-exonerate_protein2genome-gene-33.2	bgb	000033F	7846839	7894061
maker-000033F-exonerate_protein2genome-gene-33.3	actn	000033F	7930697	8022117
maker-000033F-exonerate_protein2genome-gene-34.2	sptlc2	000033F	8082297	8128050
maker-000033F-augustus-gene-34.2	sptlc2_2	000033F	8225303	8276206
maker-000033F-est_gff_StringTie-gene-35.0	rbm4_rbm14	000033F	8372000	8427459
maker-000033F-exonerate_protein2genome-gene-36.5	ppp1cb	000033F	8496275	8561306
evm-000033F-processed-gene-36.8	mark3	000033F	8562335	8633062
maker-000033F-est_gff_StringTie-gene-36.1	NA	000033F	8656374	8726919
evm-000033F-processed-gene-36.7	harbi1_17	000033F	8726916	8730279
maker-000033F-est_gff_StringTie-gene-37.0	rbm4	000033F	8757608	8809217
maker-000033F-est_gff_StringTie-gene-38.0	nrxn3	000033F	8852317	9240128
maker-000033F-exonerate_protein2genome-gene-38.1	alkbh2_30	000033F	9124500	9124952
augustus_masked-000033F-processed-gene-39.6	NA	000033F	9291195	9291557
augustus_masked-000033F-processed-gene-39.7	pgbd4_38	000033F	9291966	9292796
evm-000033F-processed-gene-39.4	lark	000033F	9329227	9379198
maker-000033F-est_gff_StringTie-gene-39.1	cep170b	000033F	9379742	9492495
augustus_masked-000033F-processed-gene-40.2	f54h12.3_3	000033F	9528720	9529238
maker-000033F-est_gff_StringTie-gene-40.0	usf2	000033F	9576000	9631858
maker-000033F-est_gff_StringTie-gene-40.1	riox1	000033F	9629216	9736313
maker-000033F-exonerate_protein2genome-gene-41.0	sts	000033F	9762162	9810733
augustus_masked-000033F-processed-gene-41.4	arse	000033F	9762775	9763044
evm-000033F-processed-gene-41.2	NA	000033F	9810211	9878135
maker-000033F-exonerate_protein2genome-gene-41.1	pgap2_2	000033F	9874993	9875709
maker-000033F-est_gff_StringTie-gene-42.1	psme4	000033F	9897902	10115159
maker-000033F-est_gff_StringTie-gene-42.2	NA	000033F	10185571	10205935
maker-000033F-est_gff_StringTie-gene-42.0	scfd1	000033F	10206142	10288356
maker-000033F-est_gff_StringTie-gene-42.3	NA	000033F	10253504	10258837
maker-000033F-est_gff_StringTie-gene-42.4	siam614_5	000033F	10300038	10333447
maker-000033F-est_gff_StringTie-gene-42.5	siam614_4	000033F	10336299	10339735
maker-000050F-est_gff_StringTie-gene-0.0	asic1c_3	000050F	60362	110538
evm-000050F-processed-gene-1.4	NA	000050F	200096	239366
maker-000050F-augustus-gene-5.0	nlgn4x_9	000050F	855636	895757
evm-000050F-processed-gene-5.2	nlgn4x_3	000050F	1080521	1178255
maker-000050F-est_gff_StringTie-gene-6.0	NA	000050F	1469330	1480369
maker-000050F-est_gff_StringTie-gene-9.0	NA	000050F	1990185	2105541
maker-000050F-exonerate_protein2genome-gene-10.1	capn5	000050F	2351059	2389100
maker-000050F-augustus-gene-10.13	NA	000050F	2496130	2503854
maker-000050F-est_gff_StringTie-gene-11.1	nisch	000050F	2545835	2617603
maker-000050F-exonerate_protein2genome-gene-11.3	gtpbp2	000050F	2618630	2670120
augustus_masked-000050F-processed-gene-11.7	NA	000050F	2697371	2697643
augustus_masked-000050F-processed-gene-11.8	k02a2.6_8	000050F	2699499	2699831
maker-000050F-augustus-gene-11.17	wdr20	000050F	2718149	2766397
maker-000050F-est_gff_StringTie-gene-12.1	NA	000050F	2783452	2814776
maker-000050F-est_gff_StringTie-gene-12.3	NA	000050F	2846118	2851109
evm-000050F-processed-gene-12.4	ica1	000050F	2851025	2915490
maker-000050F-est_gff_StringTie-gene-13.0	lrp1_3	000050F	2934736	3079901
evm-000050F-processed-gene-14.1	NA	000050F	3272735	3406895
maker-000050F-exonerate_protein2genome-gene-15.0	hmx3b	000050F	3517385	3517966
augustus_masked-000050F-processed-gene-15.4	NA	000050F	3605833	3632100
maker-000050F-est_gff_StringTie-gene-17.2	adamts9	000050F	3762527	4063117
maker-000050F-est_gff_StringTie-gene-17.0	NA	000050F	3922990	4081051
maker-000050F-est_gff_StringTie-gene-17.1	NA	000050F	4169508	4210540
maker-000050F-est_gff_StringTie-gene-18.0	pnliprp2	000050F	4317678	4407455
maker-000050F-est_gff_StringTie-gene-19.1	NA	000050F	4515147	4528504
maker-000050F-est_gff_StringTie-gene-19.0	NA	000050F	4584425	4595814
maker-000050F-est_gff_StringTie-gene-19.2	cckar_2	000050F	4659163	4674755
maker-000050F-est_gff_StringTie-gene-22.2	pnliprp1_9	000050F	4953122	5021006
maker-000050F-est_gff_StringTie-gene-22.3	shprh	000050F	5047060	5207677
maker-000050F-est_gff_StringTie-gene-22.0	ripor2	000050F	5207921	5295998
maker-000050F-est_gff_StringTie-gene-22.1	NA	000050F	5327814	5409246
maker-000050F-est_gff_StringTie-gene-22.4	NA	000050F	5395724	5402422
maker-000050F-est_gff_StringTie-gene-23.0	NA	000050F	5413440	5462824
maker-000050F-est_gff_StringTie-gene-23.1	NA	000050F	5494424	5521771
maker-000050F-est_gff_StringTie-gene-23.2	NA	000050F	5535369	5597250
maker-000050F-est_gff_StringTie-gene-24.0	NA	000050F	5607956	5683126
maker-000050F-est_gff_StringTie-gene-24.3	myl9	000050F	5686543	5699562
maker-000050F-est_gff_StringTie-gene-24.1	clk2	000050F	5752235	5828598
maker-000050F-est_gff_StringTie-gene-24.2	NA	000050F	5891751	5905528
maker-000050F-est_gff_StringTie-gene-25.1	NA	000050F	5913193	5991324
maker-000050F-est_gff_StringTie-gene-25.0	laptm4a	000050F	5991574	6059530
maker-000050F-est_gff_StringTie-gene-25.2	serac1	000050F	6070905	6118686
maker-000050F-est_gff_StringTie-gene-26.0	svep1_6	000050F	6156917	6229126
maker-000050F-augustus-gene-26.12	NA	000050F	6244785	6268910
maker-000050F-est_gff_StringTie-gene-26.1	ccdc28b	000050F	6286451	6344342
maker-000050F-est_gff_StringTie-gene-26.2	sult1c2_5	000050F	6357662	6383284
maker-000050F-est_gff_StringTie-gene-28.0	ca10_cah-2	000050F	6495795	6728202
maker-000050F-est_gff_StringTie-gene-28.1	abcc1	000050F	6765374	6837960
maker-000050F-est_gff_StringTie-gene-28.2	thsd1	000050F	6842351	6876616
maker-000050F-est_gff_StringTie-gene-29.1	kibra	000050F	6900302	7001422
maker-000050F-est_gff_StringTie-gene-29.0	NA	000050F	7051342	7069895
maker-000050F-est_gff_StringTie-gene-30.0	NA	000050F	7105615	7162124
evm-000050F-processed-gene-30.7	lipe	000050F	7185052	7218361
maker-000050F-exonerate_protein2genome-gene-31.0	ddx3x	000050F	7293210	7378007
maker-000050F-est_gff_StringTie-gene-31.2	NA	000050F	7440799	7441205
maker-000050F-augustus-gene-31.0	NA	000050F	7446182	7455701
maker-000050F-est_gff_StringTie-gene-31.3	erich3	000050F	7490901	7558897
maker-000050F-exonerate_protein2genome-gene-32.0	sup-9_2	000050F	7606798	7676843
maker-000050F-est_gff_StringTie-gene-33.0	NA	000050F	7881825	7914995
maker-000050F-est_gff_StringTie-gene-33.2	NA	000050F	7937541	7956207
maker-000050F-est_gff_StringTie-gene-33.3	trpm3_trpm1	000050F	7975584	8033860
maker-000050F-est_gff_StringTie-gene-33.1	NA	000050F	8025426	8059224
maker-000050F-augustus-gene-34.0	NA	000050F	8077664	8090021
maker-000050F-augustus-gene-34.1	NA	000050F	8131903	8150899
maker-000050F-est_gff_StringTie-gene-34.0	acyp2_acyp1	000050F	8166365	8261492
maker-000050F-exonerate_protein2genome-gene-35.2	dpys	000050F	8290425	8429165
maker-000050F-est_gff_StringTie-gene-36.0	loxl2a	000050F	8496381	8729472
maker-000050F-est_gff_StringTie-gene-35.1	NA	000050F	8545877	8547791
maker-000050F-est_gff_StringTie-gene-36.3	NA	000050F	8729790	8775478
maker-000050F-est_gff_StringTie-gene-36.2	arhgap15_arhgap12	000050F	8738278	8808189
maker-000071F-augustus-gene-0.15	NA	000071F	13027	20911
evm-000071F-processed-gene-0.0	NA	000071F	22873	33214
maker-000071F-est_gff_StringTie-gene-0.1	NA	000071F	37949	66492
augustus_masked-000071F-processed-gene-0.7	l(2)efl_8	000071F	76440	76961
maker-000071F-est_gff_StringTie-gene-1.0	myd88-a	000071F	175676	193862
maker-000071F-augustus-gene-1.1	NA	000071F	225683	260337
maker-000071F-est_gff_StringTie-gene-1.2	NA	000071F	266997	365124
maker-000071F-est_gff_StringTie-gene-2.2	NA	000071F	426581	512806
augustus_masked-000071F-processed-gene-2.2	NA	000071F	443610	444287
maker-000071F-est_gff_StringTie-gene-2.0	NA	000071F	523033	525010
maker-000071F-est_gff_StringTie-gene-2.3	NA	000071F	529590	530003
maker-000071F-est_gff_StringTie-gene-2.1	NA	000071F	533304	533701
maker-000071F-est_gff_StringTie-gene-3.0	NA	000071F	569664	714277
evm-000071F-processed-gene-4.12	NA	000071F	880979	967837
maker-000071F-est_gff_StringTie-gene-4.0	NA	000071F	1075254	1079856
maker-000071F-exonerate_protein2genome-gene-5.0	znf100_znf436	000071F	1316673	1317524
maker-000071F-est_gff_StringTie-gene-6.0	nek8_nek9	000071F	1330229	1374932
evm-000071F-processed-gene-7.6	slga	000071F	1542663	1630234
maker-000071F-est_gff_StringTie-gene-7.1	ess2	000071F	1630839	1654464
maker-000071F-est_gff_StringTie-gene-7.2	tnn	000071F	1782866	1788407
maker-000071F-exonerate_protein2genome-gene-8.6	nktr	000071F	1800818	1866985
maker-000071F-est_gff_StringTie-gene-8.2	NA	000071F	1883445	1896097
maker-000071F-est_gff_StringTie-gene-8.3	NA	000071F	1910376	1912507
maker-000071F-est_gff_StringTie-gene-8.4	NA	000071F	1917712	2014314
maker-000071F-exonerate_protein2genome-gene-8.5	pym1	000071F	1970952	2061864
evm-000071F-processed-gene-9.9	bloc1s1	000071F	2071001	2098830
maker-000071F-est_gff_StringTie-gene-9.1	mew	000071F	2153457	2292829
maker-000071F-exonerate_protein2genome-gene-10.0	alkbh2_265	000071F	2325808	2326278
maker-000071F-exonerate_protein2genome-gene-10.1	alkbh2_115	000071F	2328756	2329208
augustus_masked-000071F-processed-gene-10.1	alkbh2_91	000071F	2335779	2336168
maker-000071F-exonerate_protein2genome-gene-10.2	alkbh2_121	000071F	2338507	2338896
maker-000071F-est_gff_StringTie-gene-11.0	NA	000071F	2708267	2713496
evm-000071F-processed-gene-17.8	pgant9_4	000071F	2890096	3713682
maker-000071F-est_gff_StringTie-gene-13.0	NA	000071F	3125805	3127295
maker-000071F-est_gff_StringTie-gene-14.1	NA	000071F	3415732	3417066
maker-000071F-augustus-gene-17.5	pgant9	000071F	3740696	3861558
maker-000071F-est_gff_StringTie-gene-17.1	NA	000071F	3997422	4014995
maker-000071F-augustus-gene-17.6	pgant9_3	000071F	4109666	4143583
maker-000071F-est_gff_StringTie-gene-22.0	NA	000071F	5381515	5383274
maker-000071F-est_gff_StringTie-gene-23.0	NA	000071F	5464753	5478780
augustus_masked-000071F-processed-gene-23.3	NA	000071F	5606690	5607754
augustus_masked-000071F-processed-gene-23.5	NA	000071F	5643912	5644976
maker-000071F-est_gff_StringTie-gene-24.3	NA	000071F	5681538	5728193
maker-000071F-augustus-gene-24.12	nr2e3_3	000071F	5775672	5782661
maker-000071F-augustus-gene-24.13	nr2e3_4	000071F	5788132	5792331
augustus_masked-000071F-processed-gene-24.8	NA	000071F	5792531	5792770
maker-000071F-est_gff_StringTie-gene-24.2	siam614	000071F	5851112	5881521
maker-000071F-augustus-gene-25.0	cyp2c38	000071F	5895317	5959694
maker-000071F-est_gff_StringTie-gene-25.2	cyp2c25	000071F	5975871	6012661
evm-000071F-processed-gene-25.4	NA	000071F	6085513	6111292
maker-000071F-est_gff_StringTie-gene-26.0	NA	000071F	6146806	6176601
maker-000071F-est_gff_StringTie-gene-27.1	best3	000071F	6260428	6446724
maker-000071F-augustus-gene-27.2	slc25a44	000071F	6447914	6467076
evm-000071F-processed-gene-27.3	NA	000071F	6467653	6493138
maker-000071F-est_gff_StringTie-gene-28.0	NA	000071F	6501050	6516061
maker-000071F-est_gff_StringTie-gene-28.1	NA	000071F	6578396	6669608
maker-000071F-est_gff_StringTie-gene-28.3	cox18	000071F	6671522	6796513
maker-000071F-est_gff_StringTie-gene-28.2	dlish	000071F	6713529	6742404
evm-000071F-processed-gene-30.32-GeneA	NA	000071F	6797164	6813718
maker-000071F-est_gff_StringTie-gene-29.0	NA	000071F	6876873	6878086
maker-000071F-est_gff_StringTie-gene-29.1	NA	000071F	6961683	7037726
evm-000071F-processed-gene-30.32-GeneB	NA	000071F	7038336	7051176
maker-000071F-augustus-gene-30.4	misp	000071F	7124619	7127851
maker-000071F-exonerate_protein2genome-gene-30.5	alg2	000071F	7140784	7147099
evm-000071F-processed-gene-30.35	ltn1	000071F	7147438	7238417
maker-000071F-est_gff_StringTie-gene-30.8	NA	000071F	7277359	7383821
maker-000071F-est_gff_StringTie-gene-30.10	adgrl3_adgrl2_adgrl1	000071F	7384296	7580012
maker-000428F-est_gff_StringTie-gene-0.0	igf2bp1_2	000428F	27604	94754
