gene_id	geneName	Chr	Start	End	product	uniprot_id
maker-000333F-est_gff_StringTie-gene-8.7	NA	000333F	1980116	1985346	hypothetical protein	NA
maker-000333F-exonerate_protein2genome-gene-8.3	gosr2	000333F	2008494	2009132	Golgi SNAP receptor complex member 2	O35165
maker-000333F-exonerate_protein2genome-gene-8.1	reptor-bp_crebl2	000333F	2010011	2040414	cAMP-responsive element-binding protein-like 2,REPTOR-binding partner	Q5BJU6,Q9VL14
maker-000333F-exonerate_protein2genome-gene-8.4	bnip1	000333F	2013212	2013922	Vesicle transport protein SEC20	Q6QD59
maker-000333F-augustus-gene-8.3	NA	000333F	2103827	2119657	hypothetical protein	NA
maker-000769F-augustus-gene-0.2	NA	000769F	62430	76927	hypothetical protein	NA
maker-000769F-est_gff_StringTie-gene-0.0	NA	000769F	90456	96126	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-0.0	NA	000102F	4433	71496	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-0.1	arl6ip5	000102F	84196	109324	PRA1 family protein 3	Q5F433
evm-000102F-processed-gene-1.0	NA	000102F	129003	164347	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-1.1	cwo	000102F	294150	355622	Transcription factor cwo	Q9VGZ5
maker-000102F-est_gff_StringTie-gene-2.1	NA	000102F	436884	453670	hypothetical protein	NA
maker-000102F-exonerate_protein2genome-gene-2.0	fmo5_8	000102F	462031	524595	Dimethylaniline monooxygenase [N-oxide-forming] 5	Q8K4C0
maker-000102F-est_gff_StringTie-gene-3.2	ankrd16_alkbh2	000102F	530385	647003	Ankyrin repeat domain-containing protein 16,DNA oxidative demethylase ALKBH2	Q6P6B7,Q6P6J4
augustus_masked-000102F-processed-gene-2.11	NA	000102F	603420	604043	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-3.3	NA	000102F	658519	682994	hypothetical protein	NA
maker-000102F-exonerate_protein2genome-gene-3.5	wun_3	000102F	742317	765524	Putative phosphatidate phosphatase	Q9V576
maker-000102F-exonerate_protein2genome-gene-3.6	rps28	000102F	784383	794199	40S ribosomal protein S28	Q90YP3
maker-000102F-est_gff_StringTie-gene-3.1	ndufa7	000102F	794447	807790	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	Q05752
maker-000102F-est_gff_StringTie-gene-7.0	cckar	000102F	1365269	1665570	Cholecystokinin receptor type A	P30551
maker-000102F-exonerate_protein2genome-gene-6.1	mmgt1_2	000102F	1499215	1499523	Membrane magnesium transporter 1	Q5RA70
maker-000102F-est_gff_StringTie-gene-7.1	NA	000102F	1720101	1776983	hypothetical protein	NA
evm-000102F-processed-gene-8.0	pigb	000102F	1980815	2002830	GPI mannosyltransferase 3	Q1LZA0
maker-000102F-est_gff_StringTie-gene-9.1	NA	000102F	2010345	2015417	hypothetical protein	NA
evm-000102F-processed-gene-9.0	ddx47	000102F	2054304	2081079	Probable ATP-dependent RNA helicase DDX47	Q29S22
evm-000102F-processed-gene-9.1	pwp2	000102F	2081452	2158894	Periodic tryptophan protein 2 homolog	Q15269
maker-000102F-est_gff_StringTie-gene-9.5	NA	000102F	2173079	2189346	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-9.3	NA	000102F	2197498	2211725	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-10.1	NA	000102F	2200698	2359696	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-10.0	NA	000102F	2305979	2327596	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-10.2	NA	000102F	2393691	2399593	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-11.0	NA	000102F	2455816	2582410	hypothetical protein	NA
maker-000102F-exonerate_protein2genome-gene-11.1	cib2	000102F	2590776	2591285	Calcium and integrin-binding family member 2 (Fragment)	C7A276
evm-000102F-processed-gene-15.6	hmcn1_4	000102F	3374362	3550910	Hemicentin-1	Q96RW7
augustus_masked-000102F-processed-gene-15.0	ugp2_3	000102F	3552559	3554055	UTP--glucose-1-phosphate uridylyltransferase	Q07130
maker-000102F-est_gff_StringTie-gene-17.0	cspg4	000102F	3979915	4209961	Chondroitin sulfate proteoglycan 4	Q00657,Q6UVK1
evm-000102F-processed-gene-18.4	camkii_2	000102F	4324341	4444403	Calcium/calmodulin-dependent protein kinase type II alpha chain	Q00168
maker-000102F-exonerate_protein2genome-gene-20.4	burs	000102F	4761471	4824447	Bursicon	A2VB89
maker-000102F-est_gff_StringTie-gene-20.0	pburs	000102F	4779155	4785444	Partner of bursicon	Q566B3
maker-000102F-est_gff_StringTie-gene-20.1	NA	000102F	4851694	4852305	hypothetical protein	NA
maker-000102F-est_gff_StringTie-gene-20.3	NA	000102F	4884660	4888702	hypothetical protein	NA
maker-000102F-augustus-gene-21.3	hprt1_2	000102F	4936992	4946610	Hypoxanthine-guanine phosphoribosyltransferase	Q6WIT9
maker-000102F-est_gff_StringTie-gene-21.0	lrig3_5	000102F	4977100	5001397	Leucine-rich repeats and immunoglobulin-like domains protein 3	Q6UXM1
evm-000102F-processed-gene-21.0	mvd	000102F	5001419	5043582	Diphosphomevalonate decarboxylase	Q99JF5
maker-000102F-exonerate_protein2genome-gene-21.3	kat7	000102F	5050091	5051716	Histone acetyltransferase KAT7	Q810T5,O95251
maker-000102F-est_gff_StringTie-gene-24.0	ntrk2	000102F	5486138	5847132	BDNF/NT-3 growth factors receptor	Q91987
evm-000764F-processed-gene-0.1	NA	000764F	22977	29215	hypothetical protein	NA
evm-000764F-processed-gene-0.0	NA	000764F	42479	46641	hypothetical protein	NA
evm-000764F-processed-gene-0.2	NA	000764F	90077	90301	hypothetical protein	NA
maker-000764F-est_gff_StringTie-gene-0.0	NA	000764F	29489	146151	hypothetical protein	NA
maker-000764F-est_gff_StringTie-gene-0.1	NA	000764F	70609	142053	hypothetical protein	NA
maker-000646F-est_gff_StringTie-gene-0.1	nlgn4x_6	000646F	175650	288772	Neuroligin-4%2C X-linked	Q8N0W4
maker-001425F-exonerate_protein2genome-gene-0.0	rrm2_10	001425F	3	548	Ribonucleoside-diphosphate reductase subunit M2	P11157
augustus_masked-000298F-processed-gene-0.2	NA	000298F	7694	59626	hypothetical protein	NA
maker-000298F-est_gff_StringTie-gene-0.0	NA	000298F	63332	88868	hypothetical protein	NA
maker-000298F-est_gff_StringTie-gene-0.1	NA	000298F	104758	110500	hypothetical protein	NA
evm-000298F-processed-gene-1.11	exosc2	000298F	232467	257280	Exosome complex component RRP4	Q2KID0
evm-000298F-processed-gene-2.0	trp53i11	000298F	255254	393211	Tumor protein p53-inducible protein 11	Q4QQM4
maker-000298F-exonerate_protein2genome-gene-1.3	eif3m	000298F	278911	311721	Eukaryotic translation initiation factor 3 subunit M	Q7T3B0
maker-000298F-est_gff_StringTie-gene-2.0	NA	000298F	426394	431005	hypothetical protein	NA
augustus_masked-000298F-processed-gene-2.5	sgta	000298F	604073	605875	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	Q32LM2
maker-000298F-est_gff_StringTie-gene-4.0	NA	000298F	622145	939221	hypothetical protein	NA
maker-000298F-augustus-gene-4.0	NA	000298F	915530	939450	hypothetical protein	NA
maker-000298F-est_gff_StringTie-gene-8.0	NA	000298F	1897443	1933896	hypothetical protein	NA
maker-000298F-est_gff_StringTie-gene-8.1	NA	000298F	1945508	1946131	hypothetical protein	NA
maker-000298F-est_gff_StringTie-gene-8.2	ncaph2	000298F	1971269	1997570	Condensin-2 complex subunit H2	Q28GV1
maker-000298F-est_gff_StringTie-gene-8.3	hcm1	000298F	2002184	2026242	Forkhead transcription factor HCM1	P25364
maker-000298F-est_gff_StringTie-gene-10.3	myrf_2	000298F	2047779	2420996	Myelin regulatory factor	Q66IV1
evm-000298F-processed-gene-10.0	cars	000298F	2421034	2482553	Cysteine--tRNA ligase%2C cytoplasmic	Q4R550
augustus_masked-000298F-processed-gene-10.9	NA	000298F	2499109	2499321	hypothetical protein	NA
maker-000298F-augustus-gene-10.20	dcaf4_2	000298F	2500096	2545160	DDB1- and CUL4-associated factor 4	Q58DC2
maker-000298F-augustus-gene-10.24	sme	000298F	2524630	2546629	Probable small nuclear ribonucleoprotein E	Q9VLV5
evm-000298F-processed-gene-10.1	polr3gl	000298F	2547684	2561913	DNA-directed RNA polymerase III subunit RPC7-like	Q9BT43
maker-000298F-exonerate_protein2genome-gene-10.0	agap004871	000298F	2578993	2579817	Band 7 protein AGAP004871	Q7PPU9
evm-000298F-processed-gene-10.5	lysmd3	000298F	2604457	2613134	LysM and putative peptidoglycan-binding domain-containing protein 3	Q28DG6
maker-000298F-exonerate_protein2genome-gene-10.1	acss2_3	000298F	2620991	2673114	Acetyl-coenzyme A synthetase%2C cytoplasmic	Q9NR19
maker-000054F-exonerate_protein2genome-gene-0.0	alkbh2_117	000054F	40295	40882	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000054F-exonerate_protein2genome-gene-0.1	alkbh2_234	000054F	42336	42923	DNA oxidative demethylase ALKBH2	Q6NS38
maker-000054F-est_gff_StringTie-gene-2.0	pmepa1	000054F	324386	484560	Protein TMEPAI,hypothetical protein	Q969W9
maker-000054F-est_gff_StringTie-gene-2.1	NA	000054F	334871	458676	hypothetical protein	NA
maker-000054F-augustus-gene-3.1	tent4a	000054F	526025	572323	Terminal nucleotidyltransferase 4A	Q5XG87
maker-000054F-augustus-gene-3.2	acsf3	000054F	699730	718303	Malonate--CoA ligase ACSF3%2C mitochondrial	Q6GLK6
maker-000054F-exonerate_protein2genome-gene-3.2	synj1	000054F	719281	825274	Synaptojanin-1	O43426
maker-000054F-exonerate_protein2genome-gene-4.3	bcat2_v1g246094	000054F	850009	941204	Branched-chain-amino-acid aminotransferase%2C mitochondrial,Branched-chain-amino-acid aminotransferase	Q5EA40,A7SLW1
maker-000054F-est_gff_StringTie-gene-4.1	NA	000054F	945283	994747	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-4.2	map3k12_2	000054F	1007124	1114940	Mitogen-activated protein kinase kinase kinase 12	Q12852
maker-000054F-est_gff_StringTie-gene-5.1	bloc1s6	000054F	1134355	1149264	Biogenesis of lysosome-related organelles complex 1 subunit 6	Q08DU8
maker-000054F-est_gff_StringTie-gene-5.3	NA	000054F	1171153	1197185	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-5.2	lmbr1l_lili	000054F	1216632	1299029	hypothetical protein,Protein LMBR1L,Protein Lilipod	Q9D1E5,Q9VC35
maker-000054F-est_gff_StringTie-gene-7.0	NA	000054F	1543375	1652640	hypothetical protein	NA
augustus_masked-000054F-processed-gene-7.1	NA	000054F	1632594	1689309	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-7.1	NA	000054F	1750366	1784459	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-7.2	NA	000054F	1789780	1792514	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-8.0	fam135a	000054F	1917955	2017294	Protein FAM135A	Q5RA75
maker-000054F-est_gff_StringTie-gene-13.1	scyl2_3	000054F	2196175	3164653	SCY1-like protein 2,hypothetical protein	Q8CFE4
augustus_masked-000054F-processed-gene-13.11	NA	000054F	3175048	3175305	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-13.2	stmn4_stmn2-b	000054F	3183121	3232445	Stathmin-4,Stathmin-2-B	P63043,Q09002
maker-000054F-exonerate_protein2genome-gene-13.4	usp12_usp46	000054F	3236594	3263243	Ubiquitin carboxyl-terminal hydrolase 46,Ubiquitin carboxyl-terminal hydrolase 12	F1M625,A5D9H7
evm-000054F-processed-gene-14.1	NA	000054F	3257907	3295508	hypothetical protein	NA
maker-000054F-exonerate_protein2genome-gene-14.1	tmed7	000054F	3303222	3309734	Transmembrane emp24 domain-containing protein 7	D3ZTX0
maker-000054F-exonerate_protein2genome-gene-14.0	acvr2b	000054F	3367805	3443284	Activin receptor type-2B	P27041
maker-000054F-augustus-gene-15.1	lcp1	000054F	3423965	3544105	Plastin-2	Q61233
maker-000054F-est_gff_StringTie-gene-16.0	NA	000054F	3601019	3902378	hypothetical protein	NA
maker-000054F-augustus-gene-18.9	NA	000054F	3950086	4020412	hypothetical protein	NA
maker-000054F-augustus-gene-18.10	NA	000054F	4129978	4154442	hypothetical protein	NA
augustus_masked-000054F-processed-gene-18.4	NA	000054F	4221316	4226240	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-18.2	NA	000054F	4291409	4350556	hypothetical protein	NA
maker-000054F-augustus-gene-18.12	NA	000054F	4305496	4322443	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-20.1	lgs_cecr2	000054F	4556360	4734208	Protein BCL9 homolog,Cat eye syndrome critical region protein 2	Q961D9,Q9BXF3
maker-000054F-est_gff_StringTie-gene-20.0	ccdc84	000054F	4809238	4841942	Coiled-coil domain-containing protein 84,hypothetical protein	Q86UT8
maker-000054F-augustus-gene-21.10	gprs_rap1gap	000054F	4841234	4976885	Serine-enriched protein,Rap1 GTPase-activating protein 1,hypothetical protein	O61366,P47736
maker-000054F-est_gff_StringTie-gene-21.0	NA	000054F	5025824	5065509	hypothetical protein	NA
evm-000054F-processed-gene-23.7	NA	000054F	5194793	5536117	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-27.0	NA	000054F	6224991	6591537	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-27.1	NA	000054F	6492496	6613411	hypothetical protein	NA
augustus_masked-000054F-processed-gene-28.2	mcfd2_3	000054F	6734350	6734793	Multiple coagulation factor deficiency protein 2 homolog	Q8K5B3
maker-000054F-est_gff_StringTie-gene-30.0	NA	000054F	7283817	7291315	hypothetical protein	NA
maker-000054F-augustus-gene-31.0	NA	000054F	7438921	7442012	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-31.2	NA	000054F	7449408	7451464	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-31.3	NA	000054F	7455299	7463231	hypothetical protein	NA
evm-000054F-processed-gene-31.9	sfxn1	000054F	7522910	7575466	Sideroflexin-1	A5A761
augustus_masked-000054F-processed-gene-31.5	NA	000054F	7575923	7577152	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-32.1	ns1	000054F	7640913	7646048	Initiator protein NS1 (Fragment)	P06431
maker-000054F-est_gff_StringTie-gene-32.0	NA	000054F	7644626	7670798	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-32.2	rgl1	000054F	7663465	7767958	Ral guanine nucleotide dissociation stimulator-like 1	Q9NZL6
maker-000054F-est_gff_StringTie-gene-33.1	cramp1	000054F	7784816	7906034	Protein cramped-like	Q96RY5
maker-000054F-est_gff_StringTie-gene-33.2	snx11	000054F	7936791	7943144	Sorting nexin-11	Q08DD7
maker-000054F-est_gff_StringTie-gene-33.0	NA	000054F	8025409	8042364	hypothetical protein	NA
maker-000054F-augustus-gene-33.0	NA	000054F	8042734	8045032	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-34.1	rlbp1_2	000054F	8065290	8134535	Retinaldehyde-binding protein 1	P10123
maker-000054F-augustus-gene-34.6	cpl-1	000054F	8143615	8157791	Cathepsin L-like	O45734
evm-000054F-processed-gene-35.25	ap3d1	000054F	8198520	8332577	AP-3 complex subunit delta-1	O54774
augustus_masked-000054F-processed-gene-35.3	alp1_3	000054F	8333654	8334673	Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1	Q94K49
maker-000054F-est_gff_StringTie-gene-35.3	csga_4	000054F	8344521	8346846	C-factor	P21158
maker-000054F-est_gff_StringTie-gene-35.4	NA	000054F	8359139	8362609	hypothetical protein	NA
maker-000054F-est_gff_StringTie-gene-35.5	mgat3	000054F	8425610	8461630	Beta-1%2C4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	Q10470
maker-000054F-est_gff_StringTie-gene-35.1	med26	000054F	8546897	8580285	Mediator of RNA polymerase II transcription subunit 26	Q29CV2
maker-000054F-est_gff_StringTie-gene-35.6	NA	000054F	8630747	8631661	hypothetical protein	NA
augustus_masked-000858F-processed-gene-0.405	NA	000858F	97861	98145	hypothetical protein	NA
evm-000292F-processed-gene-1.1	grik2_4	000292F	45163	263558	Glutamate receptor ionotropic%2C kainate 2	P42260
maker-000292F-exonerate_protein2genome-gene-7.0	grik1_grik2	000292F	1280494	1617025	Glutamate receptor ionotropic%2C kainate 2,Glutamate receptor ionotropic%2C kainate 1	P39087,Q60934
maker-000292F-est_gff_StringTie-gene-7.2	NA	000292F	1533792	1632334	hypothetical protein	NA
evm-000292F-processed-gene-9.6	efcab2	000292F	2264184	2301148	Dynein regulatory complex protein 8	Q9CQ46
maker-000292F-exonerate_protein2genome-gene-10.0	grik2_9	000292F	2346235	2643665	Glutamate receptor ionotropic%2C kainate 2	P42260
maker-001661F-augustus-gene-0.1	tie1	001661F	4078	26254	Tyrosine-protein kinase receptor Tie-1,hypothetical protein	Q06805
maker-000278F-est_gff_StringTie-gene-1.0	nfya	000278F	126864	171838	Nuclear transcription factor Y subunit alpha	Q5E9S2
augustus_masked-000278F-processed-gene-2.6	NA	000278F	390734	390967	hypothetical protein	NA
augustus_masked-000278F-processed-gene-2.7	NA	000278F	395625	402516	hypothetical protein	NA
augustus_masked-000278F-processed-gene-2.8	znf391_2	000278F	423002	425356	Zinc finger protein 391	Q9UJN7
augustus_masked-000278F-processed-gene-2.9	NA	000278F	446637	447059	hypothetical protein	NA
augustus_masked-000278F-processed-gene-2.10	NA	000278F	447177	448085	hypothetical protein	NA
augustus_masked-000278F-processed-gene-2.12	znf84_13	000278F	468183	470408	Zinc finger protein 84	P51523
augustus_masked-000278F-processed-gene-2.13	znf391	000278F	480696	530563	Zinc finger protein 391	Q9UJN7
maker-000278F-est_gff_StringTie-gene-2.1	NA	000278F	518065	547011	hypothetical protein	NA
maker-000278F-est_gff_StringTie-gene-3.1	NA	000278F	644084	648276	hypothetical protein	NA
maker-000278F-est_gff_StringTie-gene-10.2	nphs1_cd22_2	000278F	1659199	2479169	Nephrin,B-cell receptor CD22	Q9R044,P35329
maker-000706F-exonerate_protein2genome-gene-0.0	5-ht1a	000706F	10256	10576	5-hydroxytryptamine receptor 2A	P28285
maker-000706F-exonerate_protein2genome-gene-0.1	znf84	000706F	35889	51479	Zinc finger protein 84	P51523
maker-001056F-est_gff_StringTie-gene-0.0	NA	001056F	26888	34194	hypothetical protein	NA
maker-000596F-est_gff_StringTie-gene-0.1	NA	000596F	45962	92766	hypothetical protein	NA
augustus_masked-000596F-processed-gene-0.5	btbd6_3	000596F	336533	377546	BTB/POZ domain-containing protein 6	Q8K2J9
maker-000596F-augustus-gene-0.13	NA	000596F	420943	427037	hypothetical protein	NA
maker-000607F-est_gff_StringTie-gene-0.0	NA	000607F	52952	56307	hypothetical protein	NA
evm-000607F-processed-gene-0.17	NA	000607F	73084	371215	hypothetical protein	NA
maker-000607F-est_gff_StringTie-gene-0.1	NA	000607F	371193	397410	hypothetical protein	NA
augustus_masked-000073F-processed-gene-0.2	dhh-a	000073F	24349	29526	Desert hedgehog protein A	Q91610
maker-000073F-exonerate_protein2genome-gene-1.0	NA	000073F	40077	159953	hypothetical protein	NA
evm-000073F-processed-gene-1.17	qvr	000073F	175470	331714	Protein quiver	B4LQ44
maker-000073F-augustus-gene-2.8	lgals4_lgals8	000073F	400301	446084	Galectin-4,Galectin-8,hypothetical protein	P38552,O00214
maker-000073F-exonerate_protein2genome-gene-2.0	pgant7	000073F	446325	497481	N-acetylgalactosaminyltransferase 7	Q8MV48
evm-000073F-processed-gene-2.9	tspan31	000073F	556702	584697	Tetraspanin-31	Q7ZUB3
augustus_masked-000073F-processed-gene-3.2	znf836_3	000073F	683861	688156	Zinc finger protein 836	Q6ZNA1
maker-000073F-est_gff_StringTie-gene-3.1	plpp6	000073F	710973	738178	Phospholipid phosphatase 6	Q58DI5
evm-000073F-processed-gene-3.8	NA	000073F	738317	774700	hypothetical protein	NA
evm-000073F-processed-gene-4.5	map4k2	000073F	863288	934789	Mitogen-activated protein kinase kinase kinase kinase 2	Q61161
maker-000073F-exonerate_protein2genome-gene-4.3	adck1	000073F	935210	974655	AarF domain-containing protein kinase 1	Q9D0L4
maker-000073F-est_gff_StringTie-gene-4.1	samd15	000073F	982501	984647	Sterile alpha motif domain-containing protein 15	Q95JY5
maker-000073F-est_gff_StringTie-gene-4.2	bro	000073F	1028457	1068490	Protein brother	Q24039
evm-000073F-processed-gene-5.9	NA	000073F	1093165	1127308	hypothetical protein	NA
evm-000073F-processed-gene-5.7	NA	000073F	1139863	1166502	hypothetical protein	NA
evm-000073F-processed-gene-5.8	vha55	000073F	1182175	1208453	V-type proton ATPase subunit B	P31410
augustus_masked-000073F-processed-gene-5.2	NA	000073F	1326193	1326915	hypothetical protein	NA
maker-000073F-exonerate_protein2genome-gene-7.0	adra1a_2	000073F	1523627	1525357	Alpha-1A adrenergic receptor,hypothetical protein	P97718,P35348
maker-000073F-est_gff_StringTie-gene-8.0	NA	000073F	1746243	1852197	hypothetical protein	NA
maker-000073F-est_gff_StringTie-gene-9.0	NA	000073F	2163269	2200680	hypothetical protein	NA
