"","gene_id","geneName","lascID","scGeneName","Chr","Start","End"
"18934","maker-000093F-est_gff_StringTie-gene-23.0","sccpdh_4","LASC008797","sccpdh-4","000093F",5463309,5496351
"18935","maker-000093F-est_gff_StringTie-gene-23.1","eci1","LASC008798","eci1","000093F",5613157,5639072
"18936","maker-000093F-exonerate_protein2genome-gene-24.2","kcnj12_2","LASC008799","kcnj12-2","000093F",5641734,5681422
"18937","augustus_masked-000093F-processed-gene-24.4","LASC008800","LASC008800","LASC008800","000093F",5743901,5787468
"18938","evm-000093F-processed-gene-25.1","kctd5","LASC008801","kctd5","000093F",5895353,5921444
"18939","maker-000093F-est_gff_StringTie-gene-25.0","LASC008802","LASC008802","LASC008802","000093F",5932024,5940727
"18940","evm-000093F-processed-gene-26.0","cand2","LASC008803","cand2","000093F",6329623,6339523
"18941","maker-000138F-est_gff_StringTie-gene-2.1","tm7sf3","LASC011278","tm7sf3","000138F",406086,451291
"18942","maker-000138F-est_gff_StringTie-gene-2.2","sty","LASC011279","sty","000138F",499855,621940
"18943","maker-000138F-est_gff_StringTie-gene-3.1","LASC011280","LASC011280","LASC011280","000138F",751647,790382
"18944","maker-000138F-exonerate_protein2genome-gene-3.0","iscw_iscw007295","LASC011281","iscw-iscw007295","000138F",820843,847141
"18945","evm-000138F-processed-gene-4.8","march1_2","LASC011282","march1-2","000138F",880638,902083
"18946","maker-000138F-est_gff_StringTie-gene-4.0","frem1","LASC011283","frem1","000138F",902450,1006648
"18947","maker-000138F-exonerate_protein2genome-gene-4.3","capsl","LASC011284","capsl","000138F",1036715,1076956
"18948","maker-000138F-est_gff_StringTie-gene-5.0","svep1_9","LASC011285","svep1-9","000138F",1107978,1190413
"18949","maker-000138F-augustus-gene-6.4","arhgef9","LASC011286","arhgef9","000138F",1191058,1325066
"18950","evm-000138F-processed-gene-7.2","gpc5","LASC011287","gpc5","000138F",1614074,1710152
"18951","evm-000138F-processed-gene-7.0","dcun1d1","LASC011288","dcun1d1","000138F",1762398,1803362
"18952","maker-000138F-est_gff_StringTie-gene-7.1","LASC011289","LASC011289","LASC011289","000138F",1826188,1837112
"18953","maker-000138F-augustus-gene-8.0","fam110c","LASC011290","fam110c","000138F",1841659,1920376
"18954","maker-000138F-est_gff_StringTie-gene-9.1","cg43867_2","LASC011291","cg43867-2","000138F",1927689,2217848
"18955","maker-000138F-est_gff_StringTie-gene-9.0","LASC011292","LASC011292","LASC011292","000138F",2114726,2117500
"18956","evm-000138F-processed-gene-9.6","LASC011293","LASC011293","LASC011293","000138F",2242906,2284935
"18957","maker-000138F-exonerate_protein2genome-gene-10.1","pli","LASC011294","pli","000138F",2285626,2351269
"18958","augustus_masked-000138F-processed-gene-10.7","LASC011295","LASC011295","LASC011295","000138F",2367790,2376541
"18959","evm-000138F-processed-gene-10.4","pef-1","LASC011296","pef-1","000138F",2390998,2522489
"18960","maker-000138F-est_gff_StringTie-gene-11.2","LASC011297","LASC011297","LASC011297","000138F",2589338,2591506
"18961","maker-000138F-est_gff_StringTie-gene-11.3","grid2_2","LASC011298","grid2-2","000138F",2625537,2654114
"18962","maker-000138F-est_gff_StringTie-gene-11.1","tpte2_tpte","LASC011299","tpte2-tpte","000138F",2682819,2727320
"18963","maker-000138F-exonerate_protein2genome-gene-11.0","slc25a15","LASC011300","slc25a15","000138F",2730813,2754587
"18964","maker-000138F-est_gff_StringTie-gene-12.0","ubl3_2","LASC011301","ubl3-2","000138F",2763813,2953425
"18965","evm-000138F-processed-gene-12.2","LASC011302","LASC011302","LASC011302","000138F",2949841,2953425
"18966","maker-000138F-est_gff_StringTie-gene-13.1","brat_trim45","LASC011303","brat-trim45","000138F",2968830,3072802
"18967","maker-000138F-augustus-gene-13.6","zbed1_2","LASC011304","zbed1-2","000138F",3076870,3102288
"18968","augustus_masked-000138F-processed-gene-13.4","txndc9","LASC011305","txndc9","000138F",3111100,3125530
"18969","evm-000138F-processed-gene-14.0","scarb2","LASC011306","scarb2","000138F",3348430,3394341
"18970","maker-000138F-est_gff_StringTie-gene-15.1","scarb2_2","LASC011307","scarb2-2","000138F",3415511,3519939
"18971","maker-000138F-est_gff_StringTie-gene-14.1","LASC011308","LASC011308","LASC011308","000138F",3415716,3415913
"18972","evm-000138F-processed-gene-15.5","rnps1-b_2","LASC011309","rnps1-b-2","000138F",3610533,3671118
"18973","maker-000138F-est_gff_StringTie-gene-15.2","LASC011310","LASC011310","LASC011310","000138F",3711935,3725990
"18974","augustus_masked-000138F-processed-gene-15.13","LASC011311","LASC011311","LASC011311","000138F",3732233,3732475
"18975","maker-000138F-est_gff_StringTie-gene-16.1","LASC011312","LASC011312","LASC011312","000138F",3744818,3784574
"18976","maker-000138F-est_gff_StringTie-gene-16.2","LASC011313","LASC011313","LASC011313","000138F",3790333,3801889
"18977","maker-000138F-est_gff_StringTie-gene-16.3","klhl26_2","LASC011314","klhl26-2","000138F",3808582,3814238
"18978","maker-000138F-est_gff_StringTie-gene-16.4","btbd3_btbd6","LASC011315","btbd3-btbd6","000138F",3823019,3854462
"18979","maker-000138F-est_gff_StringTie-gene-16.0","lrp12","LASC011316","lrp12","000138F",3847496,3934137
"18980","maker-000138F-est_gff_StringTie-gene-16.5","LASC011317","LASC011317","LASC011317","000138F",3870376,3901726
"18981","maker-000138F-est_gff_StringTie-gene-16.6","LASC011318","LASC011318","LASC011318","000138F",3939746,3957876
"18982","maker-000138F-est_gff_StringTie-gene-17.0","LASC011319","LASC011319","LASC011319","000138F",4103260,4138463
"18983","evm-000138F-processed-gene-17.1","micu3","LASC011320","micu3","000138F",4130631,4172007
"18984","maker-000138F-augustus-gene-17.2","tmem185b","LASC011321","tmem185b","000138F",4176321,4216291
"18985","evm-000138F-processed-gene-18.3","trim2","LASC011322","trim2","000138F",4220211,4257468
"18986","maker-000138F-exonerate_protein2genome-gene-18.2","vha16","LASC011323","vha16","000138F",4416181,4438378
"18987","maker-000138F-est_gff_StringTie-gene-19.0","sympk","LASC011324","sympk","000138F",4609611,4669438
"18988","maker-000138F-est_gff_StringTie-gene-19.1","LASC011325","LASC011325","LASC011325","000138F",4675947,4696889
"18989","evm-000138F-processed-gene-20.10","LASC011326","LASC011326","LASC011326","000138F",4805571,4823779
"18990","maker-000138F-est_gff_StringTie-gene-20.1","LASC011327","LASC011327","LASC011327","000138F",4829877,4835520
"18991","maker-000138F-augustus-gene-20.9","LASC011328","LASC011328","LASC011328","000138F",4910687,4950819
"18992","augustus_masked-000138F-processed-gene-21.5","sgcd_2","LASC011329","sgcd-2","000138F",5216699,5258340
"18993","augustus_masked-000393F-processed-gene-0.3","LASC019620","LASC019620","LASC019620","000393F",36366,53733
"18994","maker-000393F-exonerate_protein2genome-gene-0.2","gmds","LASC019621","gmds","000393F",77775,104664
"18995","maker-000393F-est_gff_StringTie-gene-1.5","taf4","LASC019622","taf4","000393F",116506,173991
"18996","augustus_masked-000393F-processed-gene-1.14","LASC019623","LASC019623","LASC019623","000393F",152143,152571
"18997","maker-000393F-est_gff_StringTie-gene-1.0","lsm14b_2","LASC019624","lsm14b-2","000393F",174547,201296
"18998","maker-000393F-augustus-gene-1.13","tcf25","LASC019625","tcf25","000393F",203044,248607
"18999","maker-000393F-exonerate_protein2genome-gene-1.9","med10","LASC019626","med10","000393F",248713,263788
"19000","maker-000393F-est_gff_StringTie-gene-1.7","cnep1r1","LASC019627","cnep1r1","000393F",264856,276482
"19001","maker-000393F-est_gff_StringTie-gene-1.2","ttc32","LASC019628","ttc32","000393F",276462,281599
"19002","maker-000393F-est_gff_StringTie-gene-1.8","bap18_4","LASC019629","bap18-4","000393F",283194,293749
"19003","maker-000393F-exonerate_protein2genome-gene-1.10","osgep","LASC019630","osgep","000393F",293821,319370
"19004","maker-000393F-est_gff_StringTie-gene-2.2","ppp1r16b_2","LASC019631","ppp1r16b-2","000393F",328140,437697
"19005","maker-000393F-est_gff_StringTie-gene-1.4","LASC019632","LASC019632","LASC019632","000393F",348683,349247
"19006","maker-000393F-est_gff_StringTie-gene-2.1","slit3_2","LASC019633","slit3-2","000393F",513843,570321
"19007","maker-000393F-est_gff_StringTie-gene-2.3","LASC019634","LASC019634","LASC019634","000393F",575728,579323
"19008","maker-000393F-est_gff_StringTie-gene-3.0","ros1_2","LASC019635","ros1-2","000393F",649409,837866
"19009","augustus_masked-000393F-processed-gene-4.0","setx_2","LASC019636","setx-2","000393F",891267,897467
"19010","maker-000393F-augustus-gene-5.32","LASC019637","LASC019637","LASC019637","000393F",1095909,1198912
"19011","augustus_masked-000393F-processed-gene-5.1","LASC019638","LASC019638","LASC019638","000393F",1235628,1237370
"19012","maker-000393F-augustus-gene-5.33","LASC019639","LASC019639","LASC019639","000393F",1288492,1291585
"19013","augustus_masked-000393F-processed-gene-5.4","LASC019640","LASC019640","LASC019640","000393F",1303095,1304192
"19014","augustus_masked-000393F-processed-gene-5.5","zfp28","LASC019641","zfp28","000393F",1304407,1304778
"19015","augustus_masked-000393F-processed-gene-5.6","LASC019642","LASC019642","LASC019642","000393F",1318623,1320389
"19016","maker-000393F-exonerate_protein2genome-gene-5.1","znf91_znf208_znf729_znf845_znf836","LASC019643","znf91-znf208-znf729-znf845-znf836","000393F",1339261,1633962
"19017","augustus_masked-000393F-processed-gene-5.7","zfp69_3","LASC019644","zfp69-3","000393F",1544852,1546078
"19018","augustus_masked-000393F-processed-gene-5.28","LASC019645","LASC019645","LASC019645","000393F",1634364,1634762
"19019","augustus_masked-000393F-processed-gene-5.29","LASC019646","LASC019646","LASC019646","000393F",1650928,1651506
"19020","augustus_masked-000393F-processed-gene-5.30","LASC019647","LASC019647","LASC019647","000393F",1651622,1651945
"19021","maker-000583F-est_gff_StringTie-gene-0.1","LASC022054","LASC022054","LASC022054","000583F",18586,19077
"19022","maker-000583F-exonerate_protein2genome-gene-0.0","odc1_6","LASC022055","odc1-6","000583F",42579,42839
"19023","maker-000583F-est_gff_StringTie-gene-0.2","LASC022056","LASC022056","LASC022056","000583F",106732,108640
"19024","maker-000583F-est_gff_StringTie-gene-0.3","LASC022057","LASC022057","LASC022057","000583F",119608,121551
"19025","maker-000583F-augustus-gene-1.13","LASC022058","LASC022058","LASC022058","000583F",169178,193437
"19026","maker-000583F-est_gff_StringTie-gene-1.0","LASC022059","LASC022059","LASC022059","000583F",311214,315932
"19027","maker-000949F-exonerate_protein2genome-gene-0.0","znf182_5","LASC022679","znf182-5","000949F",18440,19698
"19028","maker-000949F-exonerate_protein2genome-gene-0.1","znf32","LASC022680","znf32","000949F",46419,46922
"19029","maker-000957F-augustus-gene-0.3","hmcn1_2","LASC022686","hmcn1-2","000957F",29417,37560
"19030","maker-000957F-est_gff_StringTie-gene-0.0","ppn_4","LASC022687","ppn-4","000957F",55525,72133
"19031","maker-000190F-est_gff_StringTie-gene-1.1","invs-a","LASC013644","invs-a","000190F",49979,187606
"19032","augustus_masked-000190F-processed-gene-1.7","LASC013645","LASC013645","LASC013645","000190F",114936,130363
"19033","maker-000190F-est_gff_StringTie-gene-1.0","vps54_scat","LASC013646","vps54-scat","000190F",191566,311816
"19034","evm-000190F-processed-gene-2.7","cpsf1","LASC013647","cpsf1","000190F",330032,405987
"19035","maker-000190F-exonerate_protein2genome-gene-2.2","san","LASC013648","san","000190F",428351,428860
"19036","maker-000190F-est_gff_StringTie-gene-2.0","amn","LASC013649","amn","000190F",468658,538567
"19037","maker-000190F-augustus-gene-3.0","wdr26","LASC013650","wdr26","000190F",616876,655343
"19038","maker-000190F-est_gff_StringTie-gene-3.4","bark","LASC013651","bark","000190F",664659,779221
"19039","maker-000190F-exonerate_protein2genome-gene-3.1","dhodh","LASC013652","dhodh","000190F",802757,838116
"19040","maker-000190F-est_gff_StringTie-gene-4.1","trpc4ap","LASC013653","trpc4ap","000190F",855116,946286
"19041","maker-000190F-exonerate_protein2genome-gene-4.2","fen1","LASC013654","fen1","000190F",1012715,1050693
"19042","maker-000190F-exonerate_protein2genome-gene-5.0","ubc5a","LASC013655","ubc5a","000190F",1105238,1133854
"19043","maker-000190F-est_gff_StringTie-gene-5.2","LASC013656","LASC013656","LASC013656","000190F",1143563,1145097
"19044","evm-000190F-processed-gene-5.11","LASC013657","LASC013657","LASC013657","000190F",1178092,1232740
"19045","maker-000190F-est_gff_StringTie-gene-5.3","LASC013658","LASC013658","LASC013658","000190F",1256358,1335526
"19046","maker-000190F-est_gff_StringTie-gene-6.0","LASC013659","LASC013659","LASC013659","000190F",1402630,1466182
"19047","maker-000190F-est_gff_StringTie-gene-6.1","tdrd5","LASC013660","tdrd5","000190F",1500589,1567991
"19048","maker-000190F-est_gff_StringTie-gene-7.0","LASC013661","LASC013661","LASC013661","000190F",1631267,1632381
"19049","maker-000190F-est_gff_StringTie-gene-7.1","LASC013662","LASC013662","LASC013662","000190F",1644199,1644520
"19050","evm-000190F-processed-gene-9.9","cdcp2","LASC013663","cdcp2","000190F",1902980,2113011
"19051","maker-000190F-est_gff_StringTie-gene-10.0","LASC013664","LASC013664","LASC013664","000190F",2303408,2388309
"19052","maker-000190F-est_gff_StringTie-gene-10.1","sod1_sod-1","LASC013665","sod1-sod-1","000190F",2459891,2502770
"19053","evm-000190F-processed-gene-11.11","acp1_2","LASC013666","acp1-2","000190F",2512426,2554951
"19054","maker-000190F-exonerate_protein2genome-gene-11.5","acp1","LASC013667","acp1","000190F",2582029,2603461
"19055","maker-000190F-exonerate_protein2genome-gene-11.3","ift172","LASC013668","ift172","000190F",2603889,2609126
"19056","maker-000190F-augustus-gene-11.3","msh4","LASC013669","msh4","000190F",2611567,2700337
"19057","maker-000190F-est_gff_StringTie-gene-12.0","guk1","LASC013670","guk1","000190F",2828886,2853851
"19058","maker-000190F-est_gff_StringTie-gene-12.1","LASC013671","LASC013671","LASC013671","000190F",2958132,2991283
"19059","maker-000190F-est_gff_StringTie-gene-13.0","ufl1","LASC013672","ufl1","000190F",3012265,3098764
"19060","maker-000190F-est_gff_StringTie-gene-14.1","osa_2","LASC013673","osa-2","000190F",3183528,3370094
"19061","maker-000190F-est_gff_StringTie-gene-14.2","LASC013674","LASC013674","LASC013674","000190F",3399582,3400862
"19062","maker-000190F-exonerate_protein2genome-gene-14.0","mrpl19","LASC013675","mrpl19","000190F",3405478,3444631
"19063","maker-000190F-est_gff_StringTie-gene-15.0","tmem94","LASC013676","tmem94","000190F",3469458,3590339
"19064","maker-000190F-augustus-gene-15.20","donson","LASC013677","donson","000190F",3593571,3653860
"19065","maker-000190F-est_gff_StringTie-gene-15.1","arid2_2","LASC013678","arid2-2","000190F",3654503,3748890
"19066","maker-000190F-est_gff_StringTie-gene-15.3","LASC013679","LASC013679","LASC013679","000190F",3750086,3797780
"19067","maker-000190F-est_gff_StringTie-gene-15.2","LASC013680","LASC013680","LASC013680","000190F",3779189,3784324
"19068","evm-000190F-processed-gene-15.12","LASC013681","LASC013681","LASC013681","000190F",3859432,3937060
"19069","maker-001692F-exonerate_protein2genome-gene-0.0","zfp62_znf350","LASC022840","zfp62-znf350","001692F",4229,4595
"19070","maker-000529F-est_gff_StringTie-gene-0.2","LASC021596","LASC021596","LASC021596","000529F",2701,14167
"19071","maker-000529F-exonerate_protein2genome-gene-0.4","zfp26_znf271_znf569","LASC021597","zfp26-znf271-znf569","000529F",35131,135140
"19072","maker-000529F-exonerate_protein2genome-gene-1.0","znf782_5","LASC021598","znf782-5","000529F",354802,375184
"19073","maker-000529F-augustus-gene-2.33","LASC021599","LASC021599","LASC021599","000529F",549198,563629
"19074","maker-000529F-exonerate_protein2genome-gene-2.5","znf233","LASC021600","znf233","000529F",575117,575878
"19075","maker-000529F-est_gff_StringTie-gene-2.1","ncbp1","LASC021601","ncbp1","000529F",657777,711710
"19076","maker-000529F-est_gff_StringTie-gene-2.2","LASC021602","LASC021602","LASC021602","000529F",750004,809710
"19077","maker-000577F-exonerate_protein2genome-gene-0.2","pafah1b2","LASC022004","pafah1b2","000577F",37527,69398
"19078","maker-000577F-est_gff_StringTie-gene-0.0","LASC022005","LASC022005","LASC022005","000577F",50190,85489
"19079","maker-000577F-exonerate_protein2genome-gene-0.3","wdr92","LASC022006","wdr92","000577F",116647,157425
"19080","maker-000577F-est_gff_StringTie-gene-1.0","cry1_2","LASC022007","cry1-2","000577F",158952,202781
"19081","augustus_masked-000577F-processed-gene-1.0","ercc4","LASC022008","ercc4","000577F",159144,161687
"19082","maker-000577F-est_gff_StringTie-gene-1.3","xkr6_5","LASC022009","xkr6-5","000577F",205751,230822
"19083","maker-000577F-est_gff_StringTie-gene-1.1","rt","LASC022010","rt","000577F",230704,279617
"19084","augustus_masked-000577F-processed-gene-1.8","dhrs4","LASC022011","dhrs4","000577F",286270,287106
"19085","maker-000577F-est_gff_StringTie-gene-1.2","LASC022012","LASC022012","LASC022012","000577F",334960,350634
"19086","augustus_masked-000577F-processed-gene-1.12","serpini1_2","LASC022013","serpini1-2","000577F",371208,371474
"19087","augustus_masked-000577F-processed-gene-1.13","hmsd","LASC022014","hmsd","000577F",371837,372211
"19088","maker-000577F-est_gff_StringTie-gene-1.4","LASC022015","LASC022015","LASC022015","000577F",371978,413132
"19089","evm-000589F-processed-gene-0.25","rab18b","LASC022096","rab18b","000589F",43334,50814
"19090","maker-000589F-est_gff_StringTie-gene-0.1","virma","LASC022097","virma","000589F",50573,136823
"19091","maker-001125F-est_gff_StringTie-gene-0.0","LASC022757","LASC022757","LASC022757","001125F",8622,45655
